comment_id,create_time,ip_location,note_id,content,user_id,nickname,avatar,sub_comment_count,pictures,parent_comment_id,last_modify_ts,like_count
68fb86ab000000003300485a,1761314475000,浙江,68c90c5e000000001300f86d,@momo,604b2d54000000000101f611,宜宜,https://sns-avatar-qc.xhscdn.com/avatar/62c7c1dade9059a4d14b028c.jpg?imageView2/2/w/120/format/jpg,0,,68e8cd8a0000000037027cc1,1763796265161,0
68fb86b100000000330049be,1761314481000,浙江,68c90c5e000000001300f86d,@momo,604b2d54000000000101f611,宜宜,https://sns-avatar-qc.xhscdn.com/avatar/62c7c1dade9059a4d14b028c.jpg?imageView2/2/w/120/format/jpg,0,,68e9095b0000000038012e84,1763796265166,0
68e874090000000038026d9a,1760064521000,,68c90c5e000000001300f86d,打电话找平台客服吧[笑哭R],61c2e56700000000100080f9,few,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31gapvrhc2q605oe2sljk107pdmffo7o?imageView2/2/w/120/format/jpg,0,,68e86301000000003300d07c,1763796265179,0
68ca7f30000000003002d226,1758101297000,,68c90c5e000000001300f86d,我也感觉，无人机很多技术都是互通的，避障算法跟其他家明显不同,68c4249c000000001902102a,TiAmo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31mgbrhk5m8005q644ie6c41agphsseo?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796267189,4014
68d0585d0000000030008c33,1758484573000,,68c90c5e000000001300f86d,@Hu1,5c3f820e0000000007012aba,Ella今天运动了吗,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31lis7d4pkq0g5n1vg871qalqjfm2sn0?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796267369,32
68d3d5200000000030032794,1758713120000,,68c90c5e000000001300f86d,@77,5f92d3150000000001000cc9,LL_Lr,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31mo33fd7lm005nsiqcag8369vg7vtg8?imageView2/2/w/120/format/jpg,0,,68ca7f30000000003002d226,1763796267371,7
68d536820000000030008e01,1758803587000,,68c90c5e000000001300f86d,@季冷,61c88ac50000000010004b9f,花生了什么树,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31onam4qa4q005oe8hb2k0isvjb02n5o?imageView2/2/w/120/format/jpg,0,,68ca7f30000000003002d226,1763796267378,1
68d79c3c000000000b02f5e7,1758960700000,,68c90c5e000000001300f86d,@八菇冬菇,59df6a7bde5fb41195cc4967,羊肉馅的,https://sns-avatar-qc.xhscdn.com/avatar/652b7f16e0cc0eb380959266.jpg?imageView2/2/w/120/format/jpg,0,,68ca7f30000000003002d226,1763796267386,2
68d79e64000000001903a49f,1758961253000,,68c90c5e000000001300f86d,买,5ad46c6711be1038718c41b6,八菇冬菇,https://sns-avatar-qc.xhscdn.com/avatar/62b1db55f38a2464d0133539.jpg?imageView2/2/w/120/format/jpg,0,,68d79c3c000000000b02f5e7,1763796267392,4
68d950fe0000000002017b6c,1759072510000,,68c90c5e000000001300f86d,@socker,5c868fbe000000001602515f,小屁股,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30v97u4bulg005n46huv5kkavrvtrv7g?imageView2/2/w/120/format/jpg,0,,68ca7f30000000003002d226,1763796269592,1
68da17b70000000002001871,1759123384000,,68c90c5e000000001300f86d,@麻辣鸡丝,5eee198200000000010079a4,快到碗里来,https://sns-avatar-qc.xhscdn.com/avatar/611e834819e2dde6dedfbb82.jpg?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796269596,1
68da3e78000000000a00b70f,1759133305000,,68c90c5e000000001300f86d,@汤圆儿 哇,621328b10000000010004ad0,刻意,https://sns-avatar-qc.xhscdn.com/avatar/640defd168c57054fc806293.jpg?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796269604,1
68da9e900000000033024dd6,1759157905000,,68c90c5e000000001300f86d,@解连环,5b87740ead454b0001fada5d,饭饭,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31mhg04uj58004am6e1q0tmitkp4f5eo?imageView2/2/w/120/format/jpg,0,,68ca7f30000000003002d226,1763796269609,2
68db13d10000000033025cca,1759187922000,,68c90c5e000000001300f86d,@Vanishooo,58b7ef537fc5b87e63567550,日日晚来风,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31mfoqim05800497s5cnl6taga5v1ojo?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796269613,1
68dc14d80000000033025798,1759253721000,,68c90c5e000000001300f86d,@何YAN_言,5d0fb21500000000110058bb,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31jdtf03l34005n8fm8ak8m5ro452m00?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796271823,1
68de6531000000003800d859,1759405362000,,68c90c5e000000001300f86d,@肥肥卷卷,5b2b5fee11be107b276bccd0,铃儿小叮当,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31lu7ij0tl86g4a6ersfutj6gosmdbog?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796271829,1
68de8ce3000000003802654b,1759415523000,,68c90c5e000000001300f86d,@禾鹁比巴王 我豆,5e1877460000000001009161,Ilaaaaana,https://sns-avatar-qc.xhscdn.com/avatar/63c01723f49cc7b05d2d0caa.jpg?imageView2/2/w/120/format/jpg,0,,68ca7f30000000003002d226,1763796271838,1
68de9167000000003901c836,1759416680000,,68c90c5e000000001300f86d,我去[石化R],5a3f15424eacab3adcec9dcb,禾鹁比巴王,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31fg84gns76004a0ethak57ebnop03hg?imageView2/2/w/120/format/jpg,0,,68de8ce3000000003802654b,1763796271853,1
68df924d0000000033007902,1759482446000,,68c90c5e000000001300f86d,@怀民今儿早睡 [黄金薯R],60d89c30000000002002dee9,玻璃动物园园长,https://sns-avatar-qc.xhscdn.com/avatar/612b2133afb4630a16d3130b.jpg?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796271857,1
68e01181000000003803ed50,1759515009000,,68c90c5e000000001300f86d,@寻找修理者之车_dd🔰,5b4189394eacab383d2146d4,Tiff,https://sns-avatar-qc.xhscdn.com/avatar/5e687e25f7f71e00017995a5.jpg?imageView2/2/w/120/format/jpg,0,,68ca7f30000000003002d226,1763796274025,1
68e2026f00000000390213bf,1759642223000,,68c90c5e000000001300f86d,@F,59e0259ede5fb46a2b422179,予澈婉晚,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31hujvtsmli0049t3gqips8bp6dm4rcg?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796274027,1
68e20bc500000000390083d7,1759644613000,,68c90c5e000000001300f86d,扫地机,63f21f59000000001001f0f6,F,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31huk0gfmm4dg5ovi3tck3s7mi2n9r0g?imageView2/2/w/120/format/jpg,0,,68e2026f00000000390213bf,1763796274037,0
68e478490000000039002187,1759803466000,,68c90c5e000000001300f86d,@momo,5c99e9a4000000001201d0b3,Chilly17,https://sns-avatar-qc.xhscdn.com/avatar/5c99eaa40a4a6f0001aaa915.jpg?imageView2/2/w/120/format/jpg,0,,68ca7f30000000003002d226,1763796274042,0
68e4f7680000000037026cd4,1759836009000,,68c90c5e000000001300f86d,@Zion 这么牛,5c83784b0000000011035105,zzZ,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ebs3mlmgk7g5n43f15kek85c1kna1o?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796274059,0
68e5235900000000390279f0,1759847257000,,68c90c5e000000001300f86d,厉害,613ff6590000000002026459,Zion,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31diitmdb12005o9vupcgkp2p18mi6p0?imageView2/2/w/120/format/jpg,0,,68e4f7680000000037026cd4,1763796276270,1
68e5ff450000000039007623,1759903557000,,68c90c5e000000001300f86d,@Aikoko. 等我有家我就买一个,5b34d8f711be1048f5c4b733,汉堡不要沙拉酱,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31man7kotlm004a6lfrcffdpj4m96n1g?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796276273,1
68e6719e0000000033023545,1759932830000,,68c90c5e000000001300f86d,大疆居然还有这玩意,603c4fc40000000001000851,Aikoko.,https://sns-avatar-qc.xhscdn.com/avatar/6139bd9effec0af7ea6a633c.jpg?imageView2/2/w/120/format/jpg,0,,68e5ff450000000039007623,1763796276280,1
68e708ca000000003901cc00,1759971530000,,68c90c5e000000001300f86d,@也白头,62f3bd44000000001f0074c2,恕己奉壹,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31dg2hkfigc5g5onjnl27ot6279f2s7g?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796276287,0
68e7207d0000000039032bc2,1759977597000,,68c90c5e000000001300f86d,我去,66c5934e000000001d030b3e,也白头,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31gfvmhv6jc605pm5id77e2pujnoadrg?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796276295,1
68e79153000000003902e995,1760006483000,,68c90c5e000000001300f86d,@小肥薯,56c86d244775a727770309c4,困困困了,https://sns-avatar-qc.xhscdn.com/avatar/5e69fddb4d995d0001622aed.jpg?imageView2/2/w/120/format/jpg,0,,68ca7f30000000003002d226,1763796278506,0
68e877ec0000000037013fff,1760065517000,,68c90c5e000000001300f86d,@Isaac,5a58e4af4eacab0199f137e8,keaoss,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31bfhbt4bgu004a0q6riaudv8gpj3ru0?imageView2/2/w/120/format/jpg,0,,68ca7f30000000003002d226,1763796278508,1
68e8c80a00000000370266d3,1760086027000,,68c90c5e000000001300f86d,我上次看到说因为大疆进入这个市场，然后整体费用变贵了，但是技术水平没有变高,5fe21e000000000001001a24,战斗兔子q,https://sns-avatar-qc.xhscdn.com/avatar/65fc68fa2b761cbe020612a4.jpg?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796278512,2
68e8e855000000003300f995,1760094294000,,68c90c5e000000001300f86d,想多了,5d64db2d000000000100a9b9,小红薯5D659A8F,https://sns-avatar-qc.xhscdn.com/avatar/ae351b5abc78ae2e8d79998354db8440.jpg?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796278519,0
68ea17d30000000038014e5a,1760171988000,,68c90c5e000000001300f86d,@Pooh.,59c9b8b451783a6fa70e9118,好舒芙,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31l4qj6pu2o0049racasb948okga64m8?imageView2/2/w/120/format/jpg,0,,68ca7f30000000003002d226,1763796278524,0
68ea4020000000003800e6b6,1760182305000,,68c90c5e000000001300f86d,@美美公主,5ad5fbed11be105bf62aff4e,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31bk3hef20m004a4jneturvqem05rguo?imageView2/2/w/120/format/jpg,0,,68ca7f30000000003002d226,1763796280701,0
68eb5ed90000000039032267,1760255706000,,68c90c5e000000001300f86d,@N（）,57a6a2e250c4b4417f246ebb,moi,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31fmbbb4g0c0048kacthe4rlrndbo52o?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796280707,1
68eb71cd000000003801110e,1760260558000,,68c90c5e000000001300f86d,@阿猫在努力,5c35c87d0000000006029bad,地里热霸,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo312gcre4o6m005n1lp1uhl6td2ua4mc0?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796280711,0
68eb867f000000003900ab35,1760265855000,,68c90c5e000000001300f86d,@尔乔,5a9151f64eacab517054728c,llalau,https://sns-avatar-qc.xhscdn.com/avatar/656854c0bc2d2834df6e8bb7.jpg?imageView2/2/w/120/format/jpg,0,,68ca7f30000000003002d226,1763796280721,0
68eb8ece000000003902df83,1760267983000,,68c90c5e000000001300f86d,合理 大疆做机器人你就放心,5ffd44b8000000000100a5e8,阿猫在努力,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo312gcq2je1k5g5nvt8is099f8ng1a3ao?imageView2/2/w/120/format/jpg,0,,68eb71cd000000003801110e,1763796280731,0
68eba6170000000037011227,1760273943000,,68c90c5e000000001300f86d,@W--kt174,5958a2cf6a6a693f59623d85,行简,https://sns-avatar-qc.xhscdn.com/avatar/64fd7848bab570011115868d.jpg?imageView2/2/w/120/format/jpg,0,,68ca7f30000000003002d226,1763796282968,0
68efa779000000003901d464,1760536442000,,68c90c5e000000001300f86d,打败同行的是跨界,5c0bc2490000000005016cfd,火锅永动机,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31mjmaru7l0004buu1k14ir7t5ojt480?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796282972,0
68f10b4800000000380109cd,1760627528000,,68c90c5e000000001300f86d,降维打击，笑掉大牙,5a407a7b4eacab5a3539da7b,小红薯5D4362B3,https://sns-avatar-qc.xhscdn.com/avatar/0dd6f7e91ce0bea602fbc47515b7c72f.jpg?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796282983,1
68f4a24200000000390209c1,1760862786000,,68c90c5e000000001300f86d,@别的小朋友,5a770a25e8ac2b3abfd1fc51,你今天退休了吗,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3158r53algq004a194q52bv2hs70vcs8?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796282995,0
68f79729000000003800c24f,1761056553000,,68c90c5e000000001300f86d,@天水壹间书屋自习室,593529315e87e734ec462464,好运满分狗蛋🥕,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31mkdbuk3l86g49igtckj2934fnc1cu0?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796283006,0
68f8aaf4000000003800d6e9,1761127156000,,68c90c5e000000001300f86d,@小吴有好运👌 真的牛逼,5f93a096000000000101dc33,芋泥香酥鸭,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ljn03re5i005nsjk2b0bn1jg0tp1f0?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796285206,0
68fc6dee000000003802ea8e,1761373678000,贵州,68c90c5e000000001300f86d,@AizuiDa_,60421a20000000000101d320,^ ^,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31lptg6u65i005o2238g0bkp0onbe5h0?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796285209,0
68fcda070000000039024c7f,1761401352000,江苏,68c90c5e000000001300f86d,@草莓好甜,5d34fd59000000001601686e,芒果炸麻瓜,https://sns-avatar-qc.xhscdn.com/avatar/6201f5089890a3cbb245433e.jpg?imageView2/2/w/120/format/jpg,0,,68ca7f30000000003002d226,1763796285220,0
68fd33740000000038009e1e,1761424244000,四川,68c90c5e000000001300f86d,@1108,5f2cf8d70000000001003e38,Monstersr.,https://sns-avatar-qc.xhscdn.com/avatar/63e07306cb14d4d74c07ee13.jpg?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796285224,0
68fd7b8100000000380295d0,1761442690000,福建,68c90c5e000000001300f86d,@John,5c669c11000000001002215c,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31mcopqd45i005n36jg8k48as0qvuhr8?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796285227,0
68fdff460000000038031627,1761476423000,甘肃,68c90c5e000000001300f86d,待观察,621b49b9000000001000d23b,天水壹间书屋自习室,https://sns-avatar-qc.xhscdn.com/avatar/639c5126be2d64a191aaf571.jpg?imageView2/2/w/120/format/jpg,0,,68f79729000000003800c24f,1763796287431,0
68fefc7c0000000033021c9d,1761541245000,河南,68c90c5e000000001300f86d,@De @Garfield 不知道好不好用,59a4277a50c4b47a49edd78b,谁想打工,https://sns-avatar-qc.xhscdn.com/avatar/61d3203ac8161e0ce2103438.jpg?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796287435,0
69002ddc00000000330267d8,1761619421000,云南,68c90c5e000000001300f86d,@炫酷的昵称,5c9a44d600000000100161de,Momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31l59qrfjj4505n4q8jb42oeugnk1r20?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796287442,0
69004b600000000039032745,1761626976000,江苏,68c90c5e000000001300f86d,并不，我有两个扫地机行业的朋友（分别在扫地机前几的品牌）都是说大疆是纯纯为品牌付费，实际刚入场东西不咋地,5cb6d229000000001602e5c0,我上网就是为了说怪话,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31hnuanmkja005n5mq8kllpe0dpo2ec8?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796287448,0
68e0bdf20000000039004b5d,1759559154000,,68c90c5e000000001300f86d,是啊,640db1690000000029012406,不能懒惰！,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2m8guanijs0605p0dm5kqa906sipqjs8?imageView2/2/w/120/format/jpg,0,,68c9e649000000003000f7af,1763796287453,0
68eab1bd0000000033007b4c,1760211390000,,68c90c5e000000001300f86d,尊嘟？@异维a森胶囊,5b19c5cff7e8b9707712a911,發夢大賽冠軍,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31npup5946m104a62212sva8hop0pgc0?imageView2/2/w/120/format/jpg,0,,68ca7f30000000003002d226,1763796289616,0
68d8801e000000001a02d45b,1759019038000,,68c90c5e000000001300f86d,有道理[偷笑R][捂脸R],5e42b52a0000000001002cbb,watt,https://sns-avatar-qc.xhscdn.com/avatar/5e42b556c1e2f000016f75e6.jpg?imageView2/2/w/120/format/jpg,0,,68d790d60000000001013935,1763796291620,396
68d9d47b00000000010343c8,1759106172000,,68c90c5e000000001300f86d,@sky出山小草 [扶墙R],5aa3c78f4eacab41caaac26a,HOLYF,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ga3n7ja260g4a38cg3ovgjat473aoo?imageView2/2/w/120/format/jpg,0,,68d790d60000000001013935,1763796291892,3
68db2b3b00000000390232a9,1759193915000,,68c90c5e000000001300f86d,@刘优秀小天使 [石化R][石化R],5a34cb50e8ac2b5d4a7baf36,🥥kokona,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31g60i4271a6g4a0aln5l1bpm0r0fps0?imageView2/2/w/120/format/jpg,0,,68d790d60000000001013935,1763796291899,5
68db7b0d00000000380119df,1759214350000,,68c90c5e000000001300f86d,同样都是5k 买家会买dji还是其他 不通过涨价的方式品牌怎么能证明自己的产品比dji好,59eb0e16e8ac2b269d6b7300,213145,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31p62bktdiu0049uoq571cso04fdbbto?imageView2/2/w/120/format/jpg,0,,68db74800000000039032a3b,1763796291907,257
68db7b3b000000003901f336,1759214395000,,68c90c5e000000001300f86d,哦哦原来是这样 谢谢,63219e49000000002303aee2,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31nvtgpc34s005op1jp4ovbn2kdagiig?imageView2/2/w/120/format/jpg,0,,68db7b0d00000000380119df,1763796291911,1
68dc799f000000003903002c,1759279519000,,68c90c5e000000001300f86d,@33,567d28f250c4b40a39017c45,啊吧啊吧,https://sns-avatar-qc.xhscdn.com/avatar/63d9ba006070be0bd3da0427.jpg?imageView2/2/w/120/format/jpg,0,,68d790d60000000001013935,1763796291916,3
